"COU","Country","IND","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"ISR","Israel","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",0.46,,
"ISR","Israel","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",62,,
"ISR","Israel","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",47.82,,
"ISR","Israel","EMPW_PJ","Gender equality in professional judges, percentage of women","2016","2016",52,,
"ISR","Israel","EMPW_PJ","Gender equality in professional judges, percentage of women","2018","2018",51,,
"ISR","Israel","EMPW_CFI","Gender equality in in courts of first instance, percentage of women","2018","2018",55,,
"ISR","Israel","EMPW_AC","Gender equality in appeal courts, percentage of women","2018","2018",45,,
"ISR","Israel","EMPW_SC","Gender equality in supreme courts, percentage of women","2018","2018",25,,
"ISR","Israel","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",1.77,,
"ISR","Israel","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",25.8,,
"ISR","Israel","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",32.84,,
"ISR","Israel","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",23.14,,
"ISR","Israel","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",19.18,,
"ISR","Israel","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",42.78,,
"ISR","Israel","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",44.49,,
"ISR","Israel","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",53.86,,
"ISR","Israel","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",65.59,,
"ISR","Israel","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",18.64,,
"ISR","Israel","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",42.5,,
"ISR","Israel","AGE_CM","Average age of cabinet members","2018","2018",55.82,,
"LVA","Latvia","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",42.84,,
"LVA","Latvia","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",56.69,,
"LVA","Latvia","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",0.46,,
"LVA","Latvia","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",66.96,,
"LVA","Latvia","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",50.54,,
"LVA","Latvia","EMPW_PJ","Gender equality in professional judges, percentage of women","2016","2016",78,,
"LVA","Latvia","EMPW_PJ","Gender equality in professional judges, percentage of women","2018","2018",81,,
"LVA","Latvia","EMPW_CFI","Gender equality in in courts of first instance, percentage of women","2018","2018",84,,
"LVA","Latvia","EMPW_AC","Gender equality in appeal courts, percentage of women","2018","2018",76,,
"LVA","Latvia","EMPW_SC","Gender equality in supreme courts, percentage of women","2018","2018",66,,
"LVA","Latvia","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",0.27,,
"LVA","Latvia","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",30.21,,
"LVA","Latvia","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",21.35,,
"LVA","Latvia","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",19.81,,
"LVA","Latvia","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",26.61,,
"LVA","Latvia","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",54.04,,
"LVA","Latvia","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",56.2,,
"LVA","Latvia","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",73.84,,
"LVA","Latvia","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",71.58,,
"LVA","Latvia","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",27,,
"LVA","Latvia","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",31.53,,
"LVA","Latvia","AGE_CM","Average age of cabinet members","2018","2018",50.5,,
"LTU","Lithuania","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",44.08,,
"LTU","Lithuania","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",54.8,,
"LTU","Lithuania","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",1.15,,
"LTU","Lithuania","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",67.95,,
"LTU","Lithuania","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",50.6,,
"LTU","Lithuania","EMPW_PJ","Gender equality in professional judges, percentage of women","2016","2016",62,,
"LTU","Lithuania","EMPW_PJ","Gender equality in professional judges, percentage of women","2018","2018",63,,
"LTU","Lithuania","EMPW_CFI","Gender equality in in courts of first instance, percentage of women","2018","2018",65,,
"LTU","Lithuania","EMPW_AC","Gender equality in appeal courts, percentage of women","2018","2018",41,,
"LTU","Lithuania","EMPW_SC","Gender equality in supreme courts, percentage of women","2018","2018",39,,
"LTU","Lithuania","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",-0.88,,
"LTU","Lithuania","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",25.93,,
"LTU","Lithuania","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",15.54,,
"LTU","Lithuania","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",23.66,,
"LTU","Lithuania","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",31.53,,
"LTU","Lithuania","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",36.61,,
"LTU","Lithuania","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",28.49,,
"LTU","Lithuania","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",61.87,,
"LTU","Lithuania","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",78.86,,
"LTU","Lithuania","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",12.06,,
"LTU","Lithuania","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",31.19,,
"ROU","Romania","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",53.88,,
"ROU","Romania","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",42.89,,
"ROU","Romania","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",9.56,,
"ROU","Romania","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",21.33,,
"ROU","Romania","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",47.73,,
"ROU","Romania","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",61.59,,
"ROU","Romania","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",65.1,,
"SVN","Slovenia","EMPW_PJ","Gender equality in professional judges, percentage of women","2016","2016",79,,
"SVN","Slovenia","EMPW_PJ","Gender equality in professional judges, percentage of women","2018","2018",79,,
"SVN","Slovenia","EMPW_CFI","Gender equality in in courts of first instance, percentage of women","2018","2018",81,,
"SVN","Slovenia","EMPW_AC","Gender equality in appeal courts, percentage of women","2018","2018",76,,
"SVN","Slovenia","EMPW_SC","Gender equality in supreme courts, percentage of women","2018","2018",41,,
"SVN","Slovenia","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",11.29,,
"SVN","Slovenia","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",7.99,,
"SVN","Slovenia","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",17.95,,
"SVN","Slovenia","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",24.86,,
"SVN","Slovenia","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",45.35,,
"SVN","Slovenia","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",49.01,,
"SVN","Slovenia","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",64.22,,
"SVN","Slovenia","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",70.49,,
"SVN","Slovenia","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",25.56,,
"SVN","Slovenia","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",30.51,,
"SVN","Slovenia","AGE_CM","Average age of cabinet members","2018","2018",54.29,,
